Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,General Education
781,2023,Spring,2023-sp,MATH 181,A Mathematical World,,,,,Quantitative Reasoning 1,,MATH,181,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
782,2023,Spring,2023-sp,MATH 213,Basic Discrete Mathematics,,,,,Quantitative Reasoning 2,,MATH,213,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
783,2023,Spring,2023-sp,MATH 220,Calculus,,,,,Quantitative Reasoning 1,,MATH,220,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
784,2023,Spring,2023-sp,MATH 221,Calculus I,,,,,Quantitative Reasoning 1,,MATH,221,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
785,2023,Spring,2023-sp,MATH 231,Calculus II,,,,,Quantitative Reasoning 1,,MATH,231,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
786,2023,Spring,2023-sp,MATH 234,Calculus for Business I,,,,,Quantitative Reasoning 1,,MATH,234,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
787,2023,Spring,2023-sp,MATH 241,Calculus III,,,,,Quantitative Reasoning 2,,MATH,241,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
788,2023,Spring,2023-sp,MATH 285,Intro Differential Equations,,,,,Quantitative Reasoning 2,,MATH,285,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
789,2023,Spring,2023-sp,MATH 348,Fundamental Mathematics-ACP,Advanced Composition,,,,Quantitative Reasoning 2,,MATH,348,Advanced Composition,,,,,,,,Quantitative Reasoning 2,,,,"Advanced Composition,Quantitative Reasoning 2"
790,2023,Spring,2023-sp,MCB 100,Introductory Microbiology,,,,Life Sciences,,,MCB,100,,,,,,,,Life Sciences,,,,,Life Sciences
791,2023,Spring,2023-sp,MCB 150,Molec & Cellular Basis of Life,,,,Life Sciences,,,MCB,150,,,,,,,,Life Sciences,,,,,Life Sciences
792,2023,Spring,2023-sp,MCB 170,Society and the Brain,,,,Life Sciences,,,MCB,170,,,,,,,,Life Sciences,,,,,Life Sciences
793,2023,Spring,2023-sp,MCB 180,Human Reproduction & Society,,,,Life Sciences,,,MCB,180,,,,,,,,Life Sciences,,,,,Life Sciences
794,2023,Spring,2023-sp,MDIA 223,Watching the Environment,,,,,,Social Sciences,MDIA,223,,,,,,,,,,,,Social Sciences,Social Sciences
795,2023,Spring,2023-sp,MDVL 111,Ancient to Medieval Art,,,Literature & the Arts,,,,MDVL,111,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
796,2023,Spring,2023-sp,MDVL 122,The Middle Ages in Popular Culture,,,Literature & the Arts,,,,MDVL,122,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
797,2023,Spring,2023-sp,MDVL 201,Medieval Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,201,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
798,2023,Spring,2023-sp,MDVL 216,Legends of King Arthur,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,216,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
799,2023,Spring,2023-sp,MDVL 240,Italy Middle Ages & Renaiss,,,Literature & the Arts,,,,MDVL,240,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
800,2023,Spring,2023-sp,MDVL 245,"Wives, Workers and Witches in Pre-Modern Europe",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,245,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
801,2023,Spring,2023-sp,MDVL 247,Medieval Europe,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,247,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
802,2023,Spring,2023-sp,MDVL 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,251,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
803,2023,Spring,2023-sp,MDVL 252,Viking Sagas in Translation,,Western/Comparative Cultures,Literature & the Arts,,,,MDVL,252,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
804,2023,Spring,2023-sp,MDVL 255,British Isles to 1688,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,MDVL,255,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
805,2023,Spring,2023-sp,ME 470,Senior Design Project,Advanced Composition,,,,,,ME,470,Advanced Composition,,,,,,,,,,,,Advanced Composition
806,2023,Spring,2023-sp,MILS 120,Intro to US Armed Forces,,,Historical & Philosophical Perspectives,,,,MILS,120,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
807,2023,Spring,2023-sp,MSE 101,Materials in Today's World,,,,Physical Sciences,,,MSE,101,,,,,,,Physical Sciences,,,,,,Physical Sciences
808,2023,Spring,2023-sp,MSE 307,Materials Laboratory I,Advanced Composition,,,,,,MSE,307,Advanced Composition,,,,,,,,,,,,Advanced Composition
809,2023,Spring,2023-sp,MSE 308,Materials Laboratory II,Advanced Composition,,,,,,MSE,308,Advanced Composition,,,,,,,,,,,,Advanced Composition
810,2023,Spring,2023-sp,MUS 130,Music Then and Now,,Western/Comparative Cultures,Literature & the Arts,,,,MUS,130,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
811,2023,Spring,2023-sp,MUS 132,Popular Music Studies,,US Minority Cultures,Literature & the Arts,,,,MUS,132,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
812,2023,Spring,2023-sp,MUS 133,Introduction to World Music,,Non-Western Cultures,Literature & the Arts,,,,MUS,133,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,"Non-Western Cultures,Literature & the Arts"
813,2023,Spring,2023-sp,MUS 134,History of Musical Events,,,Literature & the Arts,,,,MUS,134,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
814,2023,Spring,2023-sp,MUS 244,Social Foundations of Music Ed,Advanced Composition,,,,,,MUS,244,Advanced Composition,,,,,,,,,,,,Advanced Composition
815,2023,Spring,2023-sp,MUS 313,The History of Music I,,,Literature & the Arts,,,,MUS,313,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
816,2023,Spring,2023-sp,MUS 314,The History of Music II,,,Literature & the Arts,,,,MUS,314,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
817,2023,Spring,2023-sp,MUS 339,Princpls and Technqs in Mus Ed,,,,,Quantitative Reasoning 2,,MUS,339,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
818,2023,Spring,2023-sp,MUSE 250,The World Through Museums,,Western/Comparative Cultures,,,,Social Sciences,MUSE,250,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
819,2023,Spring,2023-sp,NPRE 101,Introduction to Energy Sources,,,,Physical Sciences,Quantitative Reasoning 2,,NPRE,101,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
820,2023,Spring,2023-sp,NPRE 481,Writing on Technol & Security,Advanced Composition,,,,,,NPRE,481,Advanced Composition,,,,,,,,,,,,Advanced Composition
821,2023,Spring,2023-sp,NRES 100,Fundamentals of Env Sci,,,,Physical Sciences,,,NRES,100,,,,,,,Physical Sciences,,,,,,Physical Sciences
822,2023,Spring,2023-sp,NRES 101,Wildlife Conservation in the 21st Century,,,,Life Sciences,,,NRES,101,,,,,,,,Life Sciences,,,,,Life Sciences
823,2023,Spring,2023-sp,NRES 103,The Great Lakes - Freshwater Wonder at Risk,,,,Life Sciences,,,NRES,103,,,,,,,,Life Sciences,,,,,Life Sciences
824,2023,Spring,2023-sp,NRES 105,Climate Change Impacts on Ecological Systems,,,,Life Sciences,Quantitative Reasoning 2,,NRES,105,,,,,,,,Life Sciences,Quantitative Reasoning 2,,,,"Life Sciences,Quantitative Reasoning 2"
825,2023,Spring,2023-sp,NRES 202,American Environmental History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,NRES,202,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
826,2023,Spring,2023-sp,NRES 210,Environmental Economics,,,,,,Social Sciences,NRES,210,,,,,,,,,,,,Social Sciences,Social Sciences
827,2023,Spring,2023-sp,NRES 220,Communicating Agriculture,Advanced Composition,,,,,,NRES,220,Advanced Composition,,,,,,,,,,,,Advanced Composition
828,2023,Spring,2023-sp,NRES 223,Watching the Environment,,,,,,Social Sciences,NRES,223,,,,,,,,,,,,Social Sciences,Social Sciences
829,2023,Spring,2023-sp,NRES 224,Social Justice and Environment,,US Minority Cultures,,,,Social Sciences,NRES,224,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
830,2023,Spring,2023-sp,NRES 242,Nature and American Culture,,Western/Comparative Cultures,,,,,NRES,242,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
831,2023,Spring,2023-sp,NRES 270,Applied Entomology,,,,Life Sciences,,,NRES,270,,,,,,,,Life Sciences,,,,,Life Sciences
832,2023,Spring,2023-sp,NRES 287,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,NRES,287,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
833,2023,Spring,2023-sp,NRES 419,Env and Plant Ecosystems,Advanced Composition,,,,,,NRES,419,Advanced Composition,,,,,,,,,,,,Advanced Composition
834,2023,Spring,2023-sp,NS 120,Intro to US Armed Forces,,,Historical & Philosophical Perspectives,,,,NS,120,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
835,2023,Spring,2023-sp,PHIL 100,Intro to Philosophy-ACP,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,100,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
836,2023,Spring,2023-sp,PHIL 101,Introduction to Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,101,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
837,2023,Spring,2023-sp,PHIL 102,Logic and Reasoning,,,Historical & Philosophical Perspectives,,,,PHIL,102,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
838,2023,Spring,2023-sp,PHIL 103,Logic and Reasoning QR II,,,Historical & Philosophical Perspectives,,Quantitative Reasoning 2,,PHIL,103,,,,,,Historical & Philosophical Perspectives,,,Quantitative Reasoning 2,,,,"Historical & Philosophical Perspectives,Quantitative Reasoning 2"
839,2023,Spring,2023-sp,PHIL 104,Intro to Ethics-ACP,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,104,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
840,2023,Spring,2023-sp,PHIL 105,Introduction to Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,105,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
841,2023,Spring,2023-sp,PHIL 106,Ethics and Social Policy,,,,,,Social Sciences,PHIL,106,,,,,,,,,,,,Social Sciences,Social Sciences
842,2023,Spring,2023-sp,PHIL 107,Intro to Political Philosophy,,,,,,Social Sciences,PHIL,107,,,,,,,,,,,,Social Sciences,Social Sciences
843,2023,Spring,2023-sp,PHIL 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PHIL,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
844,2023,Spring,2023-sp,PHIL 109,Religion & Society in West II,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PHIL,109,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
845,2023,Spring,2023-sp,PHIL 110,World Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,PHIL,110,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
846,2023,Spring,2023-sp,PHIL 202,Symbolic Logic,,,,,Quantitative Reasoning 1,,PHIL,202,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
847,2023,Spring,2023-sp,PHIL 203,Ancient Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,203,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
848,2023,Spring,2023-sp,PHIL 206,Early Modern Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,206,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
849,2023,Spring,2023-sp,PHIL 210,Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,210,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
850,2023,Spring,2023-sp,PHIL 214,Biomedical Ethics,,,Historical & Philosophical Perspectives,,,,PHIL,214,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
851,2023,Spring,2023-sp,PHIL 222,Philosophical Foundations of Computer Science,,,Historical & Philosophical Perspectives,,,,PHIL,222,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
852,2023,Spring,2023-sp,PHIL 223,Minds & Machines,,,Historical & Philosophical Perspectives,,,,PHIL,223,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
853,2023,Spring,2023-sp,PHIL 230,Philosophy of Religion Intro,,,Historical & Philosophical Perspectives,,,,PHIL,230,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
854,2023,Spring,2023-sp,PHIL 231,Religion and Philosophy,,,Historical & Philosophical Perspectives,,,,PHIL,231,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
855,2023,Spring,2023-sp,PHIL 250,Conceptions of Human Nature,,,Historical & Philosophical Perspectives,,,,PHIL,250,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
856,2023,Spring,2023-sp,PHIL 270,Philosophy of Science,,,Historical & Philosophical Perspectives,,,,PHIL,270,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
857,2023,Spring,2023-sp,PHIL 316,Ethics and Engineering,Advanced Composition,,Historical & Philosophical Perspectives,,,,PHIL,316,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
858,2023,Spring,2023-sp,PHIL 419,"Space, Time, and Matter-ACP",Advanced Composition,,,,,,PHIL,419,Advanced Composition,,,,,,,,,,,,Advanced Composition
859,2023,Spring,2023-sp,PHIL 454,Advanced Symbolic Logic,,,,,Quantitative Reasoning 2,,PHIL,454,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
860,2023,Spring,2023-sp,PHYS 101,College Physics: Mech & Heat,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,101,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
861,2023,Spring,2023-sp,PHYS 102,College Physics: E&M & Modern,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,102,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
862,2023,Spring,2023-sp,PHYS 123,Physics Made Easy,,,,Physical Sciences,,,PHYS,123,,,,,,,Physical Sciences,,,,,,Physical Sciences
863,2023,Spring,2023-sp,PHYS 140,How Things Work,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,140,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
864,2023,Spring,2023-sp,PHYS 150,Physics of Societal Issues,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,150,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
865,2023,Spring,2023-sp,PHYS 211,University Physics: Mechanics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,211,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
866,2023,Spring,2023-sp,PHYS 212,University Physics: Elec & Mag,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,212,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
867,2023,Spring,2023-sp,PHYS 213,Univ Physics: Thermal Physics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,213,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
868,2023,Spring,2023-sp,PHYS 214,Univ Physics: Quantum Physics,,,,Physical Sciences,Quantitative Reasoning 2,,PHYS,214,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,"Physical Sciences,Quantitative Reasoning 2"
869,2023,Spring,2023-sp,PHYS 280,Nuclear Weapons & Arms Control,Advanced Composition,,,,,,PHYS,280,Advanced Composition,,,,,,,,,,,,Advanced Composition
870,2023,Spring,2023-sp,PHYS 419,"Space, Time, and Matter-ACP",Advanced Composition,,,,,,PHYS,419,Advanced Composition,,,,,,,,,,,,Advanced Composition
871,2023,Spring,2023-sp,PHYS 496,Communicating in Physics—Writing Papers and Giving Talks,Advanced Composition,,,,,,PHYS,496,Advanced Composition,,,,,,,,,,,,Advanced Composition
872,2023,Spring,2023-sp,PLPA 200,"Plants, Pathogens, and People",Advanced Composition,,,Life Sciences,,,PLPA,200,Advanced Composition,,,,,,,Life Sciences,,,,,"Advanced Composition,Life Sciences"
873,2023,Spring,2023-sp,POL 115,Intro to Polish Culture,,Western/Comparative Cultures,Literature & the Arts,,,,POL,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
874,2023,Spring,2023-sp,PORT 150,Writing Brazilians into the U.S.,,US Minority Cultures,,,,Social Sciences,PORT,150,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
875,2023,Spring,2023-sp,PS 100,Intro to Political Science,,,,,,Social Sciences,PS,100,,,,,,,,,,,,Social Sciences,Social Sciences
876,2023,Spring,2023-sp,PS 101,Intro to US Gov & Pol,,,,,,Social Sciences,PS,101,,,,,,,,,,,,Social Sciences,Social Sciences
877,2023,Spring,2023-sp,PS 152,The New Middle East,,Non-Western Cultures,,,,Social Sciences,PS,152,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
878,2023,Spring,2023-sp,PS 170,"Power, Politics, and Protest",,,Historical & Philosophical Perspectives,,,,PS,170,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
879,2023,Spring,2023-sp,PS 201,US Racial & Ethnic Politics,,US Minority Cultures,,,,Social Sciences,PS,201,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
880,2023,Spring,2023-sp,PS 214,American Indian Law & Politics,,US Minority Cultures,,,,Social Sciences,PS,214,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
881,2023,Spring,2023-sp,PS 224,Politics of the National Parks,,,,,,Social Sciences,PS,224,,,,,,,,,,,,Social Sciences,Social Sciences
882,2023,Spring,2023-sp,PS 225,Environmental Politics & Policy,,,,,,Social Sciences,PS,225,,,,,,,,,,,,Social Sciences,Social Sciences
883,2023,Spring,2023-sp,PS 240,Intro to Comp Politics,,,,,,Social Sciences,PS,240,,,,,,,,,,,,Social Sciences,Social Sciences
884,2023,Spring,2023-sp,PS 241,Comp Politics in Dev Nations,,Non-Western Cultures,,,,Social Sciences,PS,241,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
885,2023,Spring,2023-sp,PS 242,Introduction to Modern Africa,,Non-Western Cultures,,,,,PS,242,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
886,2023,Spring,2023-sp,PS 243,Pan Africanism,,Non-Western Cultures,,,,,PS,243,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
887,2023,Spring,2023-sp,PS 270,Intro to Political Theory,,,Historical & Philosophical Perspectives,,,,PS,270,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
888,2023,Spring,2023-sp,PS 273,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,PS,273,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
889,2023,Spring,2023-sp,PS 280,Intro to Intl Relations,,,,,,Social Sciences,PS,280,,,,,,,,,,,,Social Sciences,Social Sciences
890,2023,Spring,2023-sp,PS 281,Intro to Intl Relations-ACP,Advanced Composition,,,,,Social Sciences,PS,281,Advanced Composition,,,,,,,,,,,Social Sciences,"Social Sciences,Advanced Composition"
891,2023,Spring,2023-sp,PS 282,Governing Globalization,Advanced Composition,,,,,Social Sciences,PS,282,Advanced Composition,,,,,,,,,,,Social Sciences,"Social Sciences,Advanced Composition"
892,2023,Spring,2023-sp,PS 357,Ethnic Conflict,Advanced Composition,,,,,,PS,357,Advanced Composition,,,,,,,,,,,,Advanced Composition
893,2023,Spring,2023-sp,PSYC 100,Intro Psych,,,,,,Behavioral Sciences,PSYC,100,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
894,2023,Spring,2023-sp,PSYC 103,Intro Experimental Psych,,,,,,Behavioral Sciences,PSYC,103,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
895,2023,Spring,2023-sp,PSYC 144,"Stereotypes, Prejudice & Discrimination",,US Minority Cultures,,,,Behavioral Sciences,PSYC,144,,,US Minority Cultures,,,,,,,,Behavioral Sciences,,"US Minority Cultures,Behavioral Sciences"
896,2023,Spring,2023-sp,PSYC 201,Intro to Social Psych,,,,,,Behavioral Sciences,PSYC,201,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
897,2023,Spring,2023-sp,PSYC 207,Psychology of Prejudice and Discrimination,,,,,,Behavioral Sciences,PSYC,207,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
898,2023,Spring,2023-sp,PSYC 225,"Language, Mind, and Brain",,,,,,Behavioral Sciences,PSYC,225,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
899,2023,Spring,2023-sp,PSYC 230,Perception & Sensory Processes,,,,,,Behavioral Sciences,PSYC,230,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
900,2023,Spring,2023-sp,PSYC 235,Intro to Statistics,,,,,Quantitative Reasoning 1,,PSYC,235,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
901,2023,Spring,2023-sp,PSYC 236,Madness and Modern Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,PSYC,236,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
902,2023,Spring,2023-sp,PSYC 239,Community Psych,,,,,,Social Sciences,PSYC,239,,,,,,,,,,,,Social Sciences,Social Sciences
903,2023,Spring,2023-sp,PSYC 301,Psychological Statistics,,,,,Quantitative Reasoning 1,,PSYC,301,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
904,2023,Spring,2023-sp,PSYC 322,Introduction to Intellectual Disability,,,,,,Behavioral Sciences,PSYC,322,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
905,2023,Spring,2023-sp,PSYC 498,Senior Honors Seminar,Advanced Composition,,,,,,PSYC,498,Advanced Composition,,,,,,,,,,,,Advanced Composition
906,2023,Spring,2023-sp,PSYC 499,Senior Honors Seminar II,Advanced Composition,,,,,,PSYC,499,Advanced Composition,,,,,,,,,,,,Advanced Composition
907,2023,Spring,2023-sp,REES 115,Intro to Polish Culture,,Western/Comparative Cultures,Literature & the Arts,,,,REES,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
908,2023,Spring,2023-sp,REES 116,Intro to Russian Culture,,Western/Comparative Cultures,Literature & the Arts,,,,REES,116,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
909,2023,Spring,2023-sp,REES 200,Intro to Russia and Eurasia,,,,,,Social Sciences,REES,200,,,,,,,,,,,,Social Sciences,Social Sciences
910,2023,Spring,2023-sp,REES 201,Introduction to Eastern Europe,,,,,,Social Sciences,REES,201,,,,,,,,,,,,Social Sciences,Social Sciences
911,2023,Spring,2023-sp,REES 265,Central Asian Societies,,Non-Western Cultures,,,,Social Sciences,REES,265,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
912,2023,Spring,2023-sp,REHB 322,Introduction to Intellectual Disability,,,,,,Behavioral Sciences,REHB,322,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
913,2023,Spring,2023-sp,REHB 330,Disability in American Society,,,,,,Social Sciences,REHB,330,,,,,,,,,,,,Social Sciences,Social Sciences
914,2023,Spring,2023-sp,REL 101,Bible as Literature,,,Literature & the Arts,,,,REL,101,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
915,2023,Spring,2023-sp,REL 104,Asian Mythology,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,104,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
916,2023,Spring,2023-sp,REL 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
917,2023,Spring,2023-sp,REL 109,Religion & Society in West II,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,REL,109,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
918,2023,Spring,2023-sp,REL 110,World Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,REL,110,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
919,2023,Spring,2023-sp,REL 115,Language and Culture in India,,Non-Western Cultures,,,,,REL,115,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
920,2023,Spring,2023-sp,REL 116,Faith & Self in Global Context,,Western/Comparative Cultures,,,,,REL,116,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
921,2023,Spring,2023-sp,REL 120,A History of Judaism,Advanced Composition,,Historical & Philosophical Perspectives,,,,REL,120,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
