Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
563,2023,Spring,2023-sp,HDFS 263,"Diversity in Recreation, Sport, and Tourism",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,263,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
564,2023,Spring,2023-sp,HDFS 290,Intro to Research Methods,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,290,Advanced Composition,,,,,,,,,,,,Advanced Composition
565,2023,Spring,2023-sp,HDFS 322,US Latina and Latino Families,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,322,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
566,2023,Spring,2023-sp,HDFS 330,Statistical Reasoning for Everyday Life,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HDFS,330,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
567,2023,Spring,2023-sp,HIST 100,Global History,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,100,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
567,2023,Spring,2023-sp,HIST 100,Global History,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,100,,,,,,,,,,,,,Historical & Philosophical Perspectives
568,2023,Spring,2023-sp,HIST 101,History Now!,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,101,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
569,2023,Spring,2023-sp,HIST 103,A History of Everything: The Big Bang to Big Data,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,103,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
569,2023,Spring,2023-sp,HIST 103,A History of Everything: The Big Bang to Big Data,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,103,,,,,,,,,,,,,Historical & Philosophical Perspectives
570,2023,Spring,2023-sp,HIST 104,Black Music,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,104,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
570,2023,Spring,2023-sp,HIST 104,Black Music,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,104,,,,,,,,,,,,,Historical & Philosophical Perspectives
571,2023,Spring,2023-sp,HIST 105,Latin America to Independence,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,105,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
571,2023,Spring,2023-sp,HIST 105,Latin America to Independence,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,105,,,,,,,,,,,,,Historical & Philosophical Perspectives
572,2023,Spring,2023-sp,HIST 106,Modern Latin America,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,106,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
572,2023,Spring,2023-sp,HIST 106,Modern Latin America,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,106,,,,,,,,,,,,,Historical & Philosophical Perspectives
573,2023,Spring,2023-sp,HIST 111,History of Africa to 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,111,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
573,2023,Spring,2023-sp,HIST 111,History of Africa to 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,111,,,,,,,,,,,,,Historical & Philosophical Perspectives
574,2023,Spring,2023-sp,HIST 112,History of Africa from 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,112,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
574,2023,Spring,2023-sp,HIST 112,History of Africa from 1800,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,112,,,,,,,,,,,,,Historical & Philosophical Perspectives
575,2023,Spring,2023-sp,HIST 120,East Asian Civilizations,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,120,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
575,2023,Spring,2023-sp,HIST 120,East Asian Civilizations,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,120,,,,,,,,,,,,,Historical & Philosophical Perspectives
576,2023,Spring,2023-sp,HIST 130,History of South Asia,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,130,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
576,2023,Spring,2023-sp,HIST 130,History of South Asia,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,130,,,,,,,,,,,,,Historical & Philosophical Perspectives
577,2023,Spring,2023-sp,HIST 135,History of Islamic Middle East,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,135,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
577,2023,Spring,2023-sp,HIST 135,History of Islamic Middle East,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,135,,,,,,,,,,,,,Historical & Philosophical Perspectives
578,2023,Spring,2023-sp,HIST 140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,140,Advanced Composition,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
578,2023,Spring,2023-sp,HIST 140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,140,,,,,,,,,,,,,Western/Comparative Cultures
578,2023,Spring,2023-sp,HIST 140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,140,,,,,,,,,,,,,Historical & Philosophical Perspectives
579,2023,Spring,2023-sp,HIST 141,Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,141,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
579,2023,Spring,2023-sp,HIST 141,Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,141,,,,,,,,,,,,,Historical & Philosophical Perspectives
580,2023,Spring,2023-sp,HIST 142,Modern Europe and the World,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,142,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
580,2023,Spring,2023-sp,HIST 142,Modern Europe and the World,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,142,,,,,,,,,,,,,Historical & Philosophical Perspectives
581,2023,Spring,2023-sp,HIST 143,Modern Europe and the World - ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,143,Advanced Composition,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
581,2023,Spring,2023-sp,HIST 143,Modern Europe and the World - ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,143,,,,,,,,,,,,,Western/Comparative Cultures
581,2023,Spring,2023-sp,HIST 143,Modern Europe and the World - ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,143,,,,,,,,,,,,,Historical & Philosophical Perspectives
582,2023,Spring,2023-sp,HIST 164,The Automobile,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,164,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
582,2023,Spring,2023-sp,HIST 164,The Automobile,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,164,,,,,,,,,,,,,Historical & Philosophical Perspectives
583,2023,Spring,2023-sp,HIST 168,A History of Judaism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,168,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
583,2023,Spring,2023-sp,HIST 168,A History of Judaism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,168,,,,,,,,,,,,,Historical & Philosophical Perspectives
584,2023,Spring,2023-sp,HIST 170,US History to 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,170,Advanced Composition,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
584,2023,Spring,2023-sp,HIST 170,US History to 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,170,,,,,,,,,,,,,US Minority Cultures
584,2023,Spring,2023-sp,HIST 170,US History to 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,170,,,,,,,,,,,,,Historical & Philosophical Perspectives
585,2023,Spring,2023-sp,HIST 171,US History to 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,171,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
585,2023,Spring,2023-sp,HIST 171,US History to 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,171,,,,,,,,,,,,,Historical & Philosophical Perspectives
586,2023,Spring,2023-sp,HIST 172,US History Since 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,172,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
586,2023,Spring,2023-sp,HIST 172,US History Since 1877,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,172,,,,,,,,,,,,,Historical & Philosophical Perspectives
587,2023,Spring,2023-sp,HIST 173,US History Since 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,173,Advanced Composition,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
587,2023,Spring,2023-sp,HIST 173,US History Since 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,173,,,,,,,,,,,,,US Minority Cultures
587,2023,Spring,2023-sp,HIST 173,US History Since 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,173,,,,,,,,,,,,,Historical & Philosophical Perspectives
588,2023,Spring,2023-sp,HIST 174,"Black America, 1619-Present",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,174,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,US Minority Cultures
588,2023,Spring,2023-sp,HIST 174,"Black America, 1619-Present",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,174,,,,,,,,,,,,,Historical & Philosophical Perspectives
589,2023,Spring,2023-sp,HIST 202,American Environmental History,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,202,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
589,2023,Spring,2023-sp,HIST 202,American Environmental History,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,202,,,,,,,,,,,,,Historical & Philosophical Perspectives
590,2023,Spring,2023-sp,HIST 203,Reacting to the Past,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,203,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
591,2023,Spring,2023-sp,HIST 205,Lived Experience in Latin America,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,205,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
591,2023,Spring,2023-sp,HIST 205,Lived Experience in Latin America,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,205,,,,,,,,,,,,,Historical & Philosophical Perspectives
592,2023,Spring,2023-sp,HIST 207,Digital Documentary Publishing,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,207,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
593,2023,Spring,2023-sp,HIST 211,History of Southern Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,211,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
593,2023,Spring,2023-sp,HIST 211,History of Southern Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,HIST,211,,,,,,,,,,,,,Historical & Philosophical Perspectives
