Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
843,2023,Spring,2023-sp,PHIL 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
843,2023,Spring,2023-sp,PHIL 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,108,,,,,,,,,,,,,Historical & Philosophical Perspectives
844,2023,Spring,2023-sp,PHIL 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,109,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
844,2023,Spring,2023-sp,PHIL 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,109,,,,,,,,,,,,,Historical & Philosophical Perspectives
845,2023,Spring,2023-sp,PHIL 110,World Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,110,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
845,2023,Spring,2023-sp,PHIL 110,World Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,110,,,,,,,,,,,,,Historical & Philosophical Perspectives
846,2023,Spring,2023-sp,PHIL 202,Symbolic Logic,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,202,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
847,2023,Spring,2023-sp,PHIL 203,Ancient Philosophy,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,203,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
848,2023,Spring,2023-sp,PHIL 206,Early Modern Philosophy,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,206,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
849,2023,Spring,2023-sp,PHIL 210,Ethics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,210,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
850,2023,Spring,2023-sp,PHIL 214,Biomedical Ethics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,214,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
851,2023,Spring,2023-sp,PHIL 222,Philosophical Foundations of Computer Science,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,222,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
852,2023,Spring,2023-sp,PHIL 223,Minds & Machines,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,223,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
853,2023,Spring,2023-sp,PHIL 230,Philosophy of Religion Intro,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,230,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
854,2023,Spring,2023-sp,PHIL 231,Religion and Philosophy,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,231,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
855,2023,Spring,2023-sp,PHIL 250,Conceptions of Human Nature,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,250,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
856,2023,Spring,2023-sp,PHIL 270,Philosophy of Science,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,270,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
857,2023,Spring,2023-sp,PHIL 316,Ethics and Engineering,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,316,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
857,2023,Spring,2023-sp,PHIL 316,Ethics and Engineering,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,316,,,,,,,,,,,,,Historical & Philosophical Perspectives
858,2023,Spring,2023-sp,PHIL 419,"Space, Time, and Matter-ACP",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PHIL,419,Advanced Composition,,,,,,,,,,,,Advanced Composition
859,2023,Spring,2023-sp,PHIL 454,Advanced Symbolic Logic,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PHIL,454,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
860,2023,Spring,2023-sp,PHYS 101,College Physics: Mech & Heat,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,101,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
860,2023,Spring,2023-sp,PHYS 101,College Physics: Mech & Heat,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,101,,,,,,,,,,,,,Quantitative Reasoning 2
861,2023,Spring,2023-sp,PHYS 102,College Physics: E&M & Modern,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,102,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
861,2023,Spring,2023-sp,PHYS 102,College Physics: E&M & Modern,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,102,,,,,,,,,,,,,Quantitative Reasoning 2
862,2023,Spring,2023-sp,PHYS 123,Physics Made Easy,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,123,,,,,,,Physical Sciences,,,,,,Physical Sciences
863,2023,Spring,2023-sp,PHYS 140,How Things Work,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,140,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
863,2023,Spring,2023-sp,PHYS 140,How Things Work,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,140,,,,,,,,,,,,,Quantitative Reasoning 2
864,2023,Spring,2023-sp,PHYS 150,Physics of Societal Issues,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,150,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
864,2023,Spring,2023-sp,PHYS 150,Physics of Societal Issues,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,150,,,,,,,,,,,,,Quantitative Reasoning 2
865,2023,Spring,2023-sp,PHYS 211,University Physics: Mechanics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,211,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
865,2023,Spring,2023-sp,PHYS 211,University Physics: Mechanics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,211,,,,,,,,,,,,,Quantitative Reasoning 2
866,2023,Spring,2023-sp,PHYS 212,University Physics: Elec & Mag,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,212,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
866,2023,Spring,2023-sp,PHYS 212,University Physics: Elec & Mag,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,212,,,,,,,,,,,,,Quantitative Reasoning 2
867,2023,Spring,2023-sp,PHYS 213,Univ Physics: Thermal Physics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,213,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
867,2023,Spring,2023-sp,PHYS 213,Univ Physics: Thermal Physics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,213,,,,,,,,,,,,,Quantitative Reasoning 2
868,2023,Spring,2023-sp,PHYS 214,Univ Physics: Quantum Physics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,214,,,,,,,Physical Sciences,,Quantitative Reasoning 2,,,,Physical Sciences
868,2023,Spring,2023-sp,PHYS 214,Univ Physics: Quantum Physics,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,214,,,,,,,,,,,,,Quantitative Reasoning 2
869,2023,Spring,2023-sp,PHYS 280,Nuclear Weapons & Arms Control,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,280,Advanced Composition,,,,,,,,,,,,Advanced Composition
870,2023,Spring,2023-sp,PHYS 419,"Space, Time, and Matter-ACP",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,419,Advanced Composition,,,,,,,,,,,,Advanced Composition
871,2023,Spring,2023-sp,PHYS 496,Communicating in Physics—Writing Papers and Giving Talks,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Physical Sciences,Quantitative Reasoning 2,Social Sciences,PHYS,496,Advanced Composition,,,,,,,,,,,,Advanced Composition
872,2023,Spring,2023-sp,PLPA 200,"Plants, Pathogens, and People",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PLPA,200,Advanced Composition,,,,,,,Life Sciences,,,,,Advanced Composition
872,2023,Spring,2023-sp,PLPA 200,"Plants, Pathogens, and People",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PLPA,200,,,,,,,,,,,,,Life Sciences
873,2023,Spring,2023-sp,POL 115,Intro to Polish Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,POL,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
873,2023,Spring,2023-sp,POL 115,Intro to Polish Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,POL,115,,,,,,,,,,,,,Literature & the Arts
874,2023,Spring,2023-sp,PORT 150,Writing Brazilians into the U.S.,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PORT,150,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
874,2023,Spring,2023-sp,PORT 150,Writing Brazilians into the U.S.,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PORT,150,,,,,,,,,,,,,US Minority Cultures
875,2023,Spring,2023-sp,PS 100,Intro to Political Science,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,100,,,,,,,,,,,,Social Sciences,Social Sciences
876,2023,Spring,2023-sp,PS 101,Intro to US Gov & Pol,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,101,,,,,,,,,,,,Social Sciences,Social Sciences
877,2023,Spring,2023-sp,PS 152,The New Middle East,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,152,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
877,2023,Spring,2023-sp,PS 152,The New Middle East,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,152,,,,,,,,,,,,,Non-Western Cultures
878,2023,Spring,2023-sp,PS 170,"Power, Politics, and Protest",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,170,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
879,2023,Spring,2023-sp,PS 201,US Racial & Ethnic Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,201,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
879,2023,Spring,2023-sp,PS 201,US Racial & Ethnic Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,201,,,,,,,,,,,,,US Minority Cultures
880,2023,Spring,2023-sp,PS 214,American Indian Law & Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,214,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
880,2023,Spring,2023-sp,PS 214,American Indian Law & Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,214,,,,,,,,,,,,,US Minority Cultures
881,2023,Spring,2023-sp,PS 224,Politics of the National Parks,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,224,,,,,,,,,,,,Social Sciences,Social Sciences
882,2023,Spring,2023-sp,PS 225,Environmental Politics & Policy,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,225,,,,,,,,,,,,Social Sciences,Social Sciences
883,2023,Spring,2023-sp,PS 240,Intro to Comp Politics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,240,,,,,,,,,,,,Social Sciences,Social Sciences
884,2023,Spring,2023-sp,PS 241,Comp Politics in Dev Nations,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,241,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
884,2023,Spring,2023-sp,PS 241,Comp Politics in Dev Nations,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,241,,,,,,,,,,,,,Non-Western Cultures
885,2023,Spring,2023-sp,PS 242,Introduction to Modern Africa,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,242,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
886,2023,Spring,2023-sp,PS 243,Pan Africanism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,243,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
887,2023,Spring,2023-sp,PS 270,Intro to Political Theory,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,270,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
888,2023,Spring,2023-sp,PS 273,Environment and Society,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,273,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
888,2023,Spring,2023-sp,PS 273,Environment and Society,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,273,,,,,,,,,,,,,Western/Comparative Cultures
889,2023,Spring,2023-sp,PS 280,Intro to Intl Relations,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,280,,,,,,,,,,,,Social Sciences,Social Sciences
890,2023,Spring,2023-sp,PS 281,Intro to Intl Relations-ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,281,Advanced Composition,,,,,,,,,,,Social Sciences,Social Sciences
890,2023,Spring,2023-sp,PS 281,Intro to Intl Relations-ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,281,,,,,,,,,,,,,Advanced Composition
891,2023,Spring,2023-sp,PS 282,Governing Globalization,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,282,Advanced Composition,,,,,,,,,,,Social Sciences,Social Sciences
891,2023,Spring,2023-sp,PS 282,Governing Globalization,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,282,,,,,,,,,,,,,Advanced Composition
892,2023,Spring,2023-sp,PS 357,Ethnic Conflict,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,PS,357,Advanced Composition,,,,,,,,,,,,Advanced Composition
893,2023,Spring,2023-sp,PSYC 100,Intro Psych,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,100,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
894,2023,Spring,2023-sp,PSYC 103,Intro Experimental Psych,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,103,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
895,2023,Spring,2023-sp,PSYC 144,"Stereotypes, Prejudice & Discrimination",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,144,,,US Minority Cultures,,,,,,,,Behavioral Sciences,,US Minority Cultures
895,2023,Spring,2023-sp,PSYC 144,"Stereotypes, Prejudice & Discrimination",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,144,,,,,,,,,,,,,Behavioral Sciences
896,2023,Spring,2023-sp,PSYC 201,Intro to Social Psych,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,201,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
897,2023,Spring,2023-sp,PSYC 207,Psychology of Prejudice and Discrimination,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,207,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
898,2023,Spring,2023-sp,PSYC 225,"Language, Mind, and Brain",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,225,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
899,2023,Spring,2023-sp,PSYC 230,Perception & Sensory Processes,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Behavioral Sciences,PSYC,230,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
900,2023,Spring,2023-sp,PSYC 235,Intro to Statistics,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,235,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
901,2023,Spring,2023-sp,PSYC 236,Madness and Modern Society,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,236,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
901,2023,Spring,2023-sp,PSYC 236,Madness and Modern Society,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,236,,,,,,,,,,,,,Historical & Philosophical Perspectives
902,2023,Spring,2023-sp,PSYC 239,Community Psych,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PSYC,239,,,,,,,,,,,,Social Sciences,Social Sciences
903,2023,Spring,2023-sp,PSYC 301,Psychological Statistics,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,PSYC,301,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
904,2023,Spring,2023-sp,PSYC 322,Introduction to Intellectual Disability,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,322,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
905,2023,Spring,2023-sp,PSYC 498,Senior Honors Seminar,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,498,Advanced Composition,,,,,,,,,,,,Advanced Composition
906,2023,Spring,2023-sp,PSYC 499,Senior Honors Seminar II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,PSYC,499,Advanced Composition,,,,,,,,,,,,Advanced Composition
907,2023,Spring,2023-sp,REES 115,Intro to Polish Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,REES,115,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
907,2023,Spring,2023-sp,REES 115,Intro to Polish Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,REES,115,,,,,,,,,,,,,Literature & the Arts
908,2023,Spring,2023-sp,REES 116,Intro to Russian Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,REES,116,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
908,2023,Spring,2023-sp,REES 116,Intro to Russian Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,REES,116,,,,,,,,,,,,,Literature & the Arts
909,2023,Spring,2023-sp,REES 200,Intro to Russia and Eurasia,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REES,200,,,,,,,,,,,,Social Sciences,Social Sciences
910,2023,Spring,2023-sp,REES 201,Introduction to Eastern Europe,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REES,201,,,,,,,,,,,,Social Sciences,Social Sciences
911,2023,Spring,2023-sp,REES 265,Central Asian Societies,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REES,265,,Non-Western Cultures,,,,,,,,,,Social Sciences,Social Sciences
911,2023,Spring,2023-sp,REES 265,Central Asian Societies,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REES,265,,,,,,,,,,,,,Non-Western Cultures
912,2023,Spring,2023-sp,REHB 322,Introduction to Intellectual Disability,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,REHB,322,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
913,2023,Spring,2023-sp,REHB 330,Disability in American Society,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REHB,330,,,,,,,,,,,,Social Sciences,Social Sciences
914,2023,Spring,2023-sp,REL 101,Bible as Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,101,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
915,2023,Spring,2023-sp,REL 104,Asian Mythology,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,104,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
915,2023,Spring,2023-sp,REL 104,Asian Mythology,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,104,,,,,,,,,,,,,Historical & Philosophical Perspectives
916,2023,Spring,2023-sp,REL 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
916,2023,Spring,2023-sp,REL 108,Religion & Society in West I,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,108,,,,,,,,,,,,,Historical & Philosophical Perspectives
917,2023,Spring,2023-sp,REL 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,109,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
917,2023,Spring,2023-sp,REL 109,Religion & Society in West II,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,109,,,,,,,,,,,,,Historical & Philosophical Perspectives
